PYTHON EXE: D:\Uni shit\Thesis\Code_New\.venv\Scripts\python.exe
torch: 2.9.1+cu126
torch cuda build: 12.6
cuda available: True
=== Training hierarchical RL tutor ===
- Number of topics: 8
- Tutee enabled:   True
         1211811 function calls (1195335 primitive calls) in 2.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 dataframes.py:72(Capture)
        1    0.000    0.000    0.000    0.000 common.py:316(StreamWrapper)
        1    0.000    0.000    0.000    0.000 callable.py:184(CollatorIterDataPipe)
        4    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        2    0.000    0.000    0.000    0.000 zipfile.py:2337(__init__)
       13    0.000    0.000    0.000    0.000 __init__.py:37(__init__)
        2    0.000    0.000    0.000    0.000 library.py:666(wrap)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:108(RelaxedOneHotCategorical)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
       16    0.000    0.000    0.000    0.000 connection.py:134(_check_closed)
        1    0.000    0.000    0.000    0.000 _internal.py:960(_default_formatter)
        1    0.000    0.000    0.000    0.000 conv.py:1121(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 source_matcher_utils.py:33(SourcePartition)
        1    0.000    0.000    0.000    0.000 sparse.py:82(EmbeddingBag)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 version.py:36(_Version)
        1    0.000    0.000    0.000    0.000 memory.py:1159(MemPool)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:771(FastPath)
        1    0.000    0.000    0.000    0.000 constraints.py:108(_Dependent)
        1    0.000    0.000    0.000    0.000 conv.py:873(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:261(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 _thunk.py:7(Thunk)
        1    0.000    0.000    0.000    0.000 pool.py:745(ApplyResult)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_recalculate)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        2    0.000    0.000    0.001    0.000 __init__.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:2320(_TorchCompileInductorWrapper)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        6    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 dataset.py:389(Subset)
        1    0.000    0.000    0.000    0.000 decoder.py:319(Decoder)
        1    0.000    0.000    0.000    0.000 model.py:1288(BackendIndex)
        1    0.000    0.000    0.000    0.000 function.py:470(Function)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1432(CyclicLR)
        1    0.000    0.000    0.000    0.000 rnn.py:247(LSTMCell)
        1    0.000    0.000    0.000    0.000 rnn.py:324(GRUCell)
        1    0.000    0.000    0.000    0.000 stubs.py:29(DeQuantStub)
        1    0.000    0.000    0.000    0.000 pool.py:796(__init__)
        1    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
        3    0.000    0.000    0.000    0.000 tempfile.py:229(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trace.py:1342(_script_if_tracing)
        1    0.000    0.000    0.000    0.000 graph.py:73(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _numeric_debugger.py:206(QuantizationComparisonResult)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:282(FakeTensorConverter)
        1    0.000    0.000    0.000    0.000 while_loop.py:704(WhileLoopAutogradOp)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        4    0.000    0.000    0.000    0.000 weakref.py:415(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 streams.py:181(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 selector_events.py:619(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 _decorator.py:74(non_deterministic)
        1    0.000    0.000    0.000    0.000 callable.py:22(MapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:22(DirectoryReader)
        1    0.000    0.000    0.000    0.000 _pytree.py:1241(LeafSpec)
        1    0.000    0.000    0.000    0.000 zipfile.py:2173(CompleteDirs)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:814(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 pooling.py:792(AvgPool3d)
        1    0.000    0.000    0.000    0.000 utils.py:144(lazy_property)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        1    0.000    0.000    0.000    0.000 graph.py:847(_PyTreeCodeGen)
        1    0.000    0.000    0.000    0.000 _internal.py:149(LogState)
       15    0.000    0.000    0.000    0.000 mock.py:1975(<genexpr>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:30(RMSprop)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:412(DataFlowNode)
       11    0.000    0.000    0.000    0.000 windows.py:56(decorator)
        1    0.000    0.000    0.000    0.000 normalization.py:283(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 observer.py:1659(TorchAODType)
        1    0.000    0.000    0.000    0.000 _fake_tensor_utils.py:21(_DeconstructedSymNode)
        1    0.000    0.000    0.000    0.000 const_fold.py:17(FoldedGraphModule)
        8    0.000    0.000    0.000    0.000 low_level_agents.py:168(set_peers)
        6    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 platform.py:903(system)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:12(GradScaler)
        1    0.000    0.000    0.000    0.000 model.py:1120(NativeFunctionsGroup)
        2    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
        1    0.000    0.000    0.000    0.000 zipfile.py:778(ZipExtFile)
        1    0.000    0.000    0.000    0.000 variable.py:14(Variable)
        5    0.000    0.000    0.000    0.000 __init__.py:64(__init__)
        1    0.000    0.000    0.000    0.000 annotations.py:84(EvalEnv)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:407(ViewNestedFromBuffer)
        1    0.000    0.000    0.000    0.000 utils.py:25(NodeInputOrOutputType)
        5    0.000    0.000    0.000    0.000 fake_tensor.py:146(ordered_set)
        1    0.000    0.000    0.000    0.000 unflatten.py:281(FlatArgsAdapter)
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 combining.py:663(ZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 distributed.py:17(DistributedSampler)
        1    0.000    0.000    0.000    0.000 model.py:2019(Argument)
        6    0.000    0.000    0.000    0.000 utils.py:527(__init__)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:719(unused)
        5    0.000    0.000    0.000    0.000 __init__.py:24(is_available)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 conv.py:1173(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 library.py:590(impl)
        1    0.000    0.000    0.000    0.000 winterm.py:30(__init__)
        2    0.000    0.000    0.000    0.000 _internal.py:871(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 observer.py:435(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 _fake_tensor_utils.py:112(_PySymInputStub)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:301(FunctionalTensorMode)
        1    0.000    0.000    0.000    0.000 schema.py:27(HopArgumentInfoGen)
        1    0.000    0.000    0.000    0.000 utils.py:143(PytreeThunk)
        1    0.000    0.000    0.000    0.000 queues.py:337(SimpleQueue)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
        4    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 windows_events.py:96(_BaseWaitHandleFuture)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:446(_reduce_op)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:585(AliasInfo)
        3    0.000    0.000    0.000    0.000 utils.py:550(union)
        1    0.000    0.000    0.000    0.000 _digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:57(FakeClassRegistry)
        1    0.000    0.000    0.000    0.000 transforms.py:841(CorrCholeskyTransform)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        2    0.000    0.000    0.000    0.000 std.py:153(__init__)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 rnn.py:269(_LSTMLayer)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:1093(PythonKeyTracer)
        1    0.000    0.000    0.000    0.000 base_hop.py:26(BaseHOP)
        1    0.000    0.000    0.000    0.000 auto_functionalize.py:92(SliceViewInfo)
       11    0.000    0.000    0.000    0.000 reductions.py:112(_torch_reduce)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        4    0.000    0.000    0.000    0.000 typing.py:1459(_caller)
        2    0.000    0.000    0.000    0.000 subprocess.py:1080(_get_devnull)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        8    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 dataloader.py:634(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:794(_MultiProcessingDataLoaderIter)
        4    0.000    0.000    0.000    0.000 __init__.py:15(is_available)
        1    0.000    0.000    0.000    0.000 combinatorics.py:21(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 sampler.py:299(BatchSampler)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 linear.py:53(Linear)
        1    0.000    0.000    0.000    0.000 batchnorm.py:602(SyncBatchNorm)
        1    0.000    0.000    0.003    0.003 __init__.py:963(distribution)
        1    0.000    0.000    0.000    0.000 loss.py:1395(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 parametrize.py:94(ParametrizationList)
        1    0.000    0.000    0.000    0.000 __init__.py:65(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 constraints.py:495(__init__)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:72(AnsiToWin32)
        1    0.000    0.000    0.000    0.000 graph.py:962(_FindNodesLookupTable)
        1    0.000    0.000    0.000    0.000 argparse.py:1315(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 conv_fused.py:642(ConvBn2d)
        1    0.000    0.000    0.000    0.000 operator_support.py:47(OperatorSupport)
        1    0.000    0.000    0.000    0.000 descriptors.py:641(GradAOTOutput)
        1    0.000    0.000    0.000    0.000 conv.py:117(Conv2d)
        3    0.000    0.000    0.000    0.000 __init__.py:5914(_make_r_binary_op)
        1    0.000    0.000    0.000    0.000 low_level_agents.py:64(QNetwork)
       23    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
        2    0.000    0.000    0.007    0.003 tokenize.py:99(_compile)
        7    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        2    0.000    0.000    0.001    0.000 subprocess.py:1204(wait)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        1    0.000    0.000    0.000    0.000 _iotools.py:228(NameValidator)
        1    0.000    0.000    0.000    0.000 base_events.py:210(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:358(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 grouping.py:15(BatcherMapDataPipe)
        1    0.000    0.000    0.000    0.000 transformer.py:540(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 library.py:720(register_)
        1    0.000    0.000    0.000    0.000 join.py:44(Joinable)
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:1241(LazyString)
        1    0.000    0.000    0.000    0.000 _guards.py:685(HopSubgraphCache)
        4    0.000    0.000    0.000    0.000 _backport_slots.py:25(_get_slots)
        1    0.000    0.000    0.000    0.000 _utils.py:100(BasicEvaluation)
        1    0.000    0.000    0.000    0.000 linear_fused.py:16(LinearBn1d)
        1    0.000    0.000    0.000    0.000 conv_add.py:12(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 operator_support.py:36(OperatorSupportBase)
        1    0.000    0.000    0.000    0.000 operator_support.py:184(OpSupports)
        1    0.000    0.000    0.000    0.000 pass_base.py:27(PassBase)
        1    0.000    0.000    0.000    0.000 pool.py:921(ThreadPool)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:52(autocast)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 streams.py:374(StreamReader)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 bdb.py:655(Breakpoint)
        1    0.000    0.000    0.000    0.000 model.py:2110(Return)
        1    0.000    0.000    0.000    0.000 model.py:2627(OperatorName)
        1    0.000    0.000    0.000    0.000 __init__.py:463(_all)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 conv.py:720(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
       14    0.000    0.000    0.000    0.000 _internal.py:160(is_artifact_enabled)
        1    0.000    0.000    0.000    0.000 _guards.py:617(GuardsSet)
       10    0.000    0.000    0.000    0.000 case.py:1339(_deprecate)
        1    0.000    0.000    0.000    0.000 conv_fused.py:842(ConvBn3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:92(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 _numeric_debugger.py:122(OutputLogger)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:1752(_ModuleStackTracer)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:732(FunctorchFunctionalizeAPI)
        1    0.000    0.000    0.000    0.000 checkpoint.py:785(_NoopSaveInputs)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:45(_DimHintType)
        2    0.000    0.000    0.000    0.000 contextlib.py:339(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:448(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1907(LongStorage)
        6    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       18    0.000    0.000    0.000    0.000 typing_extensions.py:799(<genexpr>)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        2    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.000    0.000 gds.py:71(GdsFile)
        1    0.000    0.000    0.000    0.000 _content_store.py:142(ContentStoreWriter)
        1    0.000    0.000    0.000    0.000 selecting.py:22(FilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:62(ZipperMapDataPipe)
        1    0.000    0.000    0.000    0.000 model.py:2827(Precompute)
        1    0.000    0.000    0.000    0.000 package_exporter.py:66(PackagingErrorReason)
        1    0.000    0.000    0.000    0.000 _importlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:166(GradInterpreter)
        1    0.000    0.000    0.000    0.000 _comparison.py:463(BooleanPair)
        1    0.000    0.000    0.000    0.000 rnn.py:1434(RNNCellBase)
        2    0.000    0.000    0.000    0.000 library.py:660(_)
        1    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        1    0.000    0.000    0.001    0.001 initialise.py:37(init)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:1078(_Patcher)
        1    0.000    0.000    0.000    0.000 conv.py:194(Conv3d)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:130(FakeQuantize)
        1    0.000    0.000    0.000    0.000 utils.py:1077(FunctionalizeCtxWrapper)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:84(LoggingTensorHandler)
        1    0.000    0.000    0.000    0.000 while_loop.py:608(WhileLoopStackOutputOp)
        1    0.000    0.000    0.000    0.000 verifier.py:95(_VerifierMeta)
        4    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
        4    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
       11    0.000    0.000    0.000    0.000 __init__.py:948(_get_sym_math_fn)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        1    0.000    0.000    0.000    0.000 __init__.py:633(StreamContext)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 proactor_events.py:181(_ProactorReadPipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:626(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:437(check_sparse_tensor_invariants)
        1    0.000    0.000    0.000    0.000 activation.py:1699(Softmin)
        2    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        1    0.000    0.000    0.000    0.000 _ops.py:1426(_Ops)
        1    0.000    0.000    0.000    0.000 normalization.py:333(RMSNorm)
        1    0.000    0.000    0.000    0.000 pooling.py:326(MaxUnpool1d)
        4    0.000    0.000    0.000    0.000 clip_grad.py:35(_no_grad)
        1    0.000    0.000    0.000    0.000 _functions.py:38(ReduceAddCoalesced)
        1    0.000    0.000    0.000    0.000 constraints.py:230(_IndependentConstraint)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        8    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 graph_module.py:354(_WrappedCall)
        1    0.000    0.000    0.000    0.000 __init__.py:148(_DeviceGuard)
        1    0.000    0.000    0.000    0.000 streams.py:103(Event)
        1    0.000    0.000    0.000    0.000 bn_relu.py:12(BNReLU2d)
        1    0.000    0.000    0.000    0.000 conv.py:362(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 conv.py:444(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 observer.py:1622(MappingType)
        2    0.000    0.000    0.000    0.000 verifier.py:98(__new__)
       12    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 __init__.py:323(_load_global_deps)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2147(Concatenate)
        2    0.000    0.000    0.000    0.000 sysconfig.py:170(_fix_pcbuild)
        1    0.000    0.000    0.000    0.000 tarfile.py:600(_FileInFile)
        1    0.000    0.000    0.000    0.000 streams.py:294(StreamWriter)
        1    0.000    0.000    0.002    0.002 __init__.py:2251(_make_var_reduction_prim)
        1    0.000    0.000    0.000    0.000 callable.py:27(MapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 sampler.py:129(RandomSampler)
        1    0.000    0.000    0.000    0.000 model.py:2702(NativeFunctionsViewGroup)
        1    0.000    0.000    0.000    0.000 package_exporter.py:45(_ModuleProviderAction)
        1    0.000    0.000    0.000    0.000 pooling.py:45(_MaxPoolNd)
        1    0.000    0.000    0.000    0.000 rnn.py:1492(RNNCell)
        1    0.000    0.000    0.000    0.000 parametrizations.py:35(_OrthMaps)
        1    0.000    0.000    0.000    0.000 transformer.py:311(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:103(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:102(OptEinsumModule)
        1    0.000    0.000    0.000    0.000 _functions.py:11(Broadcast)
        1    0.000    0.000    0.000    0.000 transforms.py:481(ReshapeTransform)
        1    0.000    0.000    0.000    0.000 std.py:1325(refresh)
        3    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 initialise.py:9(_wipe_internal_state_for_tests)
        1    0.000    0.000    0.000    0.000 immutable_collections.py:42(immutable_list)
       11    0.000    0.000    0.000    0.000 windows.py:44(_add_docstr)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:11(Embedding)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:359(FusedMovingAvgObsFakeQuantize)
        1    0.000    0.000    0.000    0.000 torchbind.py:29(CallTorchBind)
        1    0.000    0.000    0.000    0.000 qconfig_mapping.py:201(QConfigMapping)
        1    0.000    0.000    0.000    0.000 _config_module.py:768(SubConfigProxy)
        8    0.000    0.000    0.000    0.000 low_level_agents.py:173(<listcomp>)
       13    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        1    0.000    0.000    0.000    0.000 platform.py:572(_node)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        1    0.000    0.000    0.000    0.000 _utils.py:1033(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 storage.py:1524(_LegacyStorage)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 events.py:623(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 combining.py:136(_ForkerIterDataPipe)
        5    0.000    0.000    0.000    0.000 _torch_docs.py:28(merge_dicts)
        1    0.000    0.000    0.000    0.000 lazy.py:12(_LazyProtocol)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        2    0.000    0.000    0.000    0.000 vmap.py:38(doesnt_support_saved_tensors_hooks)
        1    0.000    0.000    0.000    0.000 fake_impl.py:11(FakeImplHolder)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 activation.py:89(ELU)
        1    0.000    0.000    0.000    0.000 batchnorm.py:9(_BatchNorm)
       11    0.000    0.000    0.000    0.000 sym_node.py:680(_get_sym_node_fn)
        1    0.000    0.000    0.000    0.000 schema.py:94(HopSchemaGenerator)
        1    0.000    0.000    0.000    0.000 schema.py:164(CFunctionSchemaGen)
        1    0.000    0.000    0.000    0.000 conv.py:353(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:452(__init__)
        8    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
        3    0.000    0.000    0.001    0.000 sysconfig.py:140(_safe_realpath)
        4    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 storage.py:466(UntypedStorage)
        1    0.000    0.000    0.000    0.000 serialization.py:738(_open_file)
        3    0.000    0.000    0.000    0.000 __init__.py:154(_is_compiled)
        1    0.000    0.000    0.000    0.000 windows_utils.py:81(PipeHandle)
        1    0.000    0.000    0.000    0.000 hooks.py:10(RemovableHandle)
        1    0.000    0.000    0.000    0.000 activation.py:220(Hardtanh)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:125(VmapInterpreter)
        1    0.000    0.000    0.000    0.000 loss.py:1797(TripletMarginWithDistanceLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:505(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 __init__.py:104(Event)
        1    0.000    0.000    0.000    0.000 _check.py:10(AttributeTypeIsSupportedChecker)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 _guards.py:1075(Source)
        1    0.000    0.000    0.000    0.000 __init__.py:81(Quantize)
        1    0.000    0.000    0.000    0.000 utils.py:15(WeightedQuantizedModule)
        1    0.000    0.000    0.000    0.000 dropout.py:8(Dropout)
        1    0.000    0.000    0.000    0.000 fake_utils.py:205(CrossRefFakeMode)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:862(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2493(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2271(vectorize)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:12(__PrinterOptions)
        1    0.000    0.000    0.000    0.000 _utils.py:204(_CudaKernel)
        1    0.000    0.000    0.000    0.000 events.py:24(Handle)
